Name,Long,Lat,price,time
万科西半岛,30.66436,114.178208,13372,2010
万科西半岛,30.66436,114.178208,12558,2005
汉口新城,30.664102,114.349858,19032,2007
汉口新城,30.664102,114.349858,18461,2010
晋合金桥世家,30.663422,114.305258,28000,2013
晋合金桥世家,30.663422,114.305258,28155,2013
晋合金桥世家,30.663422,114.305258,30674,2012
愿景城(C区),30.663387,114.253126,14705,2017
愿景城(C区),30.663387,114.253126,14639,2017
绿地汉口中心,30.663342,114.299988,27500,2017
绿地汉口中心,30.663342,114.299988,20192,2016
绿地汉口中心,30.663342,114.299988,19142,2017
百步亭世博园,30.662931,114.323356,22638,2012
百步亭世博园,30.662931,114.323356,22361,2012
百步亭世博园,30.662931,114.323356,22043,2008
军安鑫苑,30.662686,114.581204,9655,2010
联通佳苑,30.662635,114.23698,13812,2012
泰跃金河,30.662283,114.17382,14179,2007
泰跃金河,30.662283,114.17382,12396,2009
泰跃金河,30.662283,114.17382,12934,2012
泰跃金河,30.662283,114.17382,12593,2011
泰跃金河,30.662283,114.17382,12448,2013
泰跃金河,30.662283,114.17382,14590,2010
紫澄花园,30.661827,114.314419,20512,2015
汉口城市广场1期,30.661707,114.3163,25572,2013
汉口城市广场5期,30.661707,114.3163,24342,2015
汉口城市广场1期,30.661707,114.3163,29000,2015
汉口城市广场4期,30.661707,114.3163,20222,2015
汉口城市广场4期,30.661707,114.3163,20289,2016
新生活摩尔城柠檬墅,30.66152,114.328919,13199,2008
新生活摩尔城柠檬墅,30.66152,114.328919,13066,2013
恋湖家园,30.661196,114.218954,13553,2003
恋湖家园5期,30.661196,114.218954,14044,2010
恋湖家园,30.661196,114.218954,14204,2003
美联德玛假日二期阳光里,30.661072,114.159311,11029,2015
汇悦天地,30.660993,114.291001,17254,2018
汇悦天地,30.660993,114.291001,21644,2014
汇悦天地,30.660993,114.291001,22147,2015
汇悦天地,30.660993,114.291001,20805,2015
汇悦天地,30.660993,114.291001,26666,2016
汇悦天地,30.660993,114.291001,22162,2016
吉祥谷,30.660961,114.303115,22727,2005
幸福时代,30.660382,114.320014,17532,2013
幸福时代四期(商住楼),30.660382,114.320014,17708,2015
幸福时代,30.660382,114.320014,23333,2015
百步龙庭,30.659639,114.324156,20000,2008
将军梧桐树下工薪小区,30.659151,114.252399,14939,2008
汉口城市广场3期,30.659127,114.313665,23837,2013
美联奥林匹克花园五期,30.659024,114.242982,17556,2018
美联奥林匹克花园五期,30.659024,114.242982,17556,2017
美联奥林匹克花园一期,30.659024,114.242982,19512,2014
美联奥林匹克花园二期,30.659024,114.242982,21917,2014
美联奥林匹克花园一期,30.659024,114.242982,20073,2016
美联奥林匹克花园一期,30.659024,114.242982,20121,2013
汀香水榭,30.659005,114.223147,12512,1991
汀香水榭(别墅),30.659005,114.223147,21203,2004
光明上海公馆,30.658723,114.291976,22772,2016
都市假日,30.658049,114.237192,15000,2010
宏宇绿色新都,30.657987,114.303238,17765,2015
宏宇绿色新都,30.657987,114.303238,16500,2012
将军花园C区,30.657793,114.258193,14385,2000
金山银湖湾,30.657765,114.15888,10434,2007
沿海丽水佳园,30.657707,114.233901,14375,2006
沿海丽水佳园,30.657707,114.233901,14791,2004
沿海丽水佳园,30.657707,114.233901,19578,2005
沿海丽水佳园,30.657707,114.233901,13302,2004
百步华庭,30.657644,114.320863,17777,2012
华生汉口城市广场南区B,30.657268,114.312055,13170,2013
华生汉口城市广场南区B,30.657268,114.312055,13291,2013
华生汉口城市广场南区B,30.657268,114.312055,14102,2013
华生汉口城市广场南区C,30.657268,114.312055,13793,2013
华生汉口城市广场南区B,30.657268,114.312055,16091,2011
华生汉口城市广场北区,30.657268,114.312055,16097,2011
华生汉口城市广场南区D,30.657268,114.312055,15625,2014
东建金海湾,30.656887,114.153649,11982,2015
百合苑,30.65656,114.325003,18548,2008
临江港湾,30.6565,114.419339,14571,2008
临江港湾,30.6565,114.419339,16477,2009
万锦公馆,30.656412,114.32184,24060,2013
融泰嘉境,30.656392,114.259553,15340,2010
同安家园,30.655986,114.307276,17888,2007
同安家园,30.655986,114.307276,18539,2012
同安家园,30.655986,114.307276,18837,2009
同安家园,30.655986,114.307276,17619,2009
同安家园,30.655986,114.307276,21250,2008
碧海花园,30.655873,114.204219,12820,2008
碧海花园,30.655873,114.204219,12217,2006
碧海花园,30.655873,114.204219,13302,2004
碧海花园,30.655873,114.204219,12647,2009
碧海花园,30.655873,114.204219,11972,2006
碧海花园,30.655873,114.204219,12230,2006
碧海花园,30.655873,114.204219,12554,2009
碧海花园,30.655873,114.204219,12093,2005
碧海花园,30.655873,114.204219,13284,2008
方舟花园,30.655802,114.331016,15000,2000
长投海德公园,30.655638,114.291277,1964,2016
走马岭1号小区,30.655215,114.035905,6744,2017
万锦江城,30.65498,114.321891,19791,2013
住开盛世长江,30.654884,114.572743,6481,2012
祥生柏景湾东区,30.65486,114.175028,14800,2014
祥生柏景湾东区,30.65486,114.175028,14925,2014
祥生柏景湾东区,30.65486,114.175028,13207,2014
鑫海花城东区,30.654845,114.149537,11764,2004
百步亭花园安居苑B区,30.65447,114.327159,18000,2001
百步亭花园安居苑B区,30.65447,114.327159,16666,2004
青山绿水花园,30.654408,114.423655,15625,2014
青山绿水花园,30.654408,114.423655,14526,2008
青山绿水花园,30.654408,114.423655,14680,2008
常乐新城,30.654273,114.580026,4744,2010
越秀星汇君泊,30.654246,114.288595,22857,2017
越秀星汇君泊,30.654246,114.288595,24719,2016
金珠港湾二期,30.65336,114.199716,12525,2008
金珠港湾二期,30.65336,114.199716,12200,2012
常青花园五区,30.653338,114.24076,23666,2014
常青花园十二区,30.653338,114.24076,18750,2000
华星晨龙城北苑,30.652873,114.262008,14777,2003
华星晨龙城北苑,30.652873,114.262008,14755,2010
常青花园四区,30.652742,114.243432,18888,2003
中交江锦湾,30.652679,114.410545,20668,2013
恒大常青花园六小区,30.652649,114.249662,23809,2018
恒大常青花园六小区,30.652649,114.249662,26119,2016
百胜春天,30.652527,114.30152,18555,2008
同鑫花园,30.65234,114.307138,18989,2010
同鑫花园,30.65234,114.307138,18383,2008
同鑫花园,30.65234,114.307138,18333,2010
同鑫花园,30.65234,114.307138,19200,2008
七星天兴花园,30.652059,114.421935,14202,2008
现代花园BC区,30.652014,114.332124,15750,2000
现代花园BC区,30.652014,114.332124,14893,2000
现代花园BC区,30.652014,114.332124,16117,2000
现代花园BC区,30.652014,114.332124,15647,2004
百步亭金桥汇(二期),30.651317,114.324615,17699,2016
百步亭金桥汇(二期),30.651317,114.324615,19255,2017
百步亭金桥汇(二期),30.651317,114.324615,17361,2016
百步亭金桥汇(二期),30.651317,114.324615,18691,2017
百步亭金桥汇(二期),30.651317,114.324615,14912,2018
华星晨龙城南苑,30.651039,114.260137,19893,2010
温馨苑,30.651001,114.323612,16538,2008
海赋江城天韵,30.65088,114.311059,20588,2016
海赋江城天韵,30.65088,114.311059,22463,2014
海赋江城天韵,30.65088,114.311059,23335,2002
海赋江城天韵,30.65088,114.311059,23118,2016
海赋江城天韵,30.65088,114.311059,23643,2015
海赋江城天韵,30.65088,114.311059,21698,2015
海赋江城天韵,30.65088,114.311059,22649,2016
海赋江城天韵,30.65088,114.311059,22222,2015
温馨苑CD区,30.650411,114.324814,18150,2002
温馨苑B区,30.650345,114.321985,1650,2005
长江委长顺园小区,30.65028,114.328932,17346,2000
华通小区,30.650069,114.421644,15140,2000
青宜居,30.649963,114.427285,14285,2010
青宜居,30.649963,114.427285,15058,2010
青宜居,30.649963,114.427285,16336,2010
青宜居,30.649963,114.427285,16091,2010
青宜居,30.649963,114.427285,16170,2012
青宜居,30.649963,114.427285,16444,2010
华星融城,30.649957,114.260753,13281,2015
华星融城,30.649957,114.260753,14634,2018
华星融城,30.649957,114.260753,15748,2015
沿海赛洛城六期,30.649913,114.165146,12096,2015
沿海赛洛城六期,30.649913,114.165146,12365,2016
沿海赛洛城六期,30.649913,114.165146,11009,2018
沿海赛洛城六期,30.649913,114.165146,12068,2015
沿海赛洛城六期,30.649913,114.165146,10963,2018
沿海赛洛城六期,30.649913,114.165146,12301,2015
沿海赛洛城六期,30.649913,114.165146,12698,2014
幸福人家,30.6497,114.303204,17971,2009
百步亭花园文卉苑,30.649672,114.32472,17261,2009
常青花园十四村,30.649652,114.238987,17066,2008
常青花园十四村,30.649652,114.238987,17066,2002
百步亭现代城一区,30.648906,114.330816,24060,2012
百步亭现代城一区,30.648906,114.330816,24683,2013
百步亭现代城一区,30.648906,114.330816,23417,2009
百步亭现代城一区,30.648906,114.330816,22022,2006
长源假日港湾,30.648811,114.168205,14545,2015
常青花园十一区,30.648488,114.252709,38461,2006
世纪家园,30.648276,114.299182,17241,2005
世纪家园,30.648276,114.299182,17021,2004
怡康苑南区,30.648259,114.321045,18832,2006
万科高尔夫城市花园,30.648256,114.217716,19814,2012
万科高尔夫城市花园,30.648256,114.217716,19318,2012
万科高尔夫城市花园,30.648256,114.217716,21573,2012
沿海赛洛城三期,30.647772,114.16372,13577,2010
沿海赛洛城三期,30.647772,114.16372,12558,2010
沿海赛洛城三期,30.647772,114.16372,14422,2009
沿海赛洛城三期,30.647772,114.16372,13707,2008
奥林紫园,30.647703,114.285141,18604,2013
奥林紫园,30.647703,114.285141,17368,2014
常青花园二十三村,30.647421,114.242956,16161,2004
东方花都F区,30.647338,114.304799,16751,2012
东方花都F区,30.647338,114.304799,18160,2009
星悦城二期,30.64713,114.272281,21120,2008
星悦城一期,30.64713,114.272281,20000,2015
新地盛世东方,30.645721,114.308881,23118,2013
新地盛世东方,30.645721,114.308881,19792,2013
新地盛世东方,30.645721,114.308881,21138,2013
新地盛世东方,30.645721,114.308881,20666,2015
新地盛世东方,30.645721,114.308881,21322,2010
新地盛世东方,30.645721,114.308881,20300,2012
热电社区,30.645594,114.394291,18795,2008
星悦城四期,30.645501,114.273626,16666,2016
星悦城四期,30.645501,114.273626,17204,2017
星悦城四期,30.645501,114.273626,16129,2017
富士君安花园(1-7栋),30.64543,114.277552,17910,2011
银泰御华园,30.645309,114.31503,22201,2006
银泰御华园,30.645309,114.31503,22727,2013
银泰御华园,30.645309,114.31503,23181,2013
银泰御华园,30.645309,114.31503,23333,2013
银泰御华园,30.645309,114.31503,23863,2013
后湖生态花园荷花苑,30.645041,114.297669,13663,2003
新远大花园,30.644976,114.333748,19361,2006
楚邦汉界,30.644949,114.303118,23711,2015
香利国庭,30.644934,114.300888,19696,2008
绿地香树花城,30.644863,114.427567,11616,2016
绿地香树花城,30.644863,114.427567,13818,2016
紫云黄狮海岸北区,30.644755,114.150699,12912,2008
紫云黄狮海岸北区,30.644755,114.150699,13200,2008
紫云黄狮海岸北区,30.644755,114.150699,11460,2009
常青花园十四区,30.64415,114.251464,16612,2004
荷花苑小区,30.64407,114.298712,13200,2000
新地东方明珠,30.643848,114.305423,18346,2007
新地东方明珠,30.643848,114.305423,20000,2007
圣诚和园,30.643538,114.296734,17469,2013
银湖翡翠,30.643481,114.221502,17045,2013
银湖翡翠,30.643481,114.221502,21138,2014
新奥依江畔园,30.643418,114.389036,20000,2010
金湖天地,30.643261,114.206686,17894,2014
金湖天地,30.643261,114.206686,17187,2015
金湖天地,30.643261,114.206686,18617,2015
城开汉口秀园,30.643228,114.269539,20000,2016
城开汉口秀园,30.643228,114.269539,20000,2015
常青花园七村,30.643193,114.239163,18048,2002
瑞景天成,30.643112,114.299185,16806,2014
国际百纳,30.642768,114.289658,20759,2017
国际百纳,30.642768,114.289658,18750,2015
国际百纳,30.642768,114.289658,15979,2016
国际百纳,30.642768,114.289658,20767,2012
国际百纳,30.642768,114.289658,19578,2014
国际百纳,30.642768,114.289658,18390,2015
国际百纳,30.642768,114.289658,17596,2015
国际百纳,30.642768,114.289658,19047,2015
联泰香域水岸,30.642613,114.387219,21021,2017
汉口花园4期,30.641845,114.279753,21224,2008
汉口花园4期,30.641845,114.279753,20109,2018
汉口花园幽兰居,30.64155,114.275102,21111,2010
沿海赛洛城一期,30.641374,114.164034,13658,2006
熙龙湾,30.641105,114.155373,15483,2013
陌陌屋,30.640722,114.283121,21546,2015
陌陌屋,30.640722,114.283121,21852,2015
二十四街坊,30.640654,114.405259,17857,1997
福星华府(东区),30.640586,114.258124,17826,2015
日月星城,30.640432,114.29003,15328,2003
新地东方花都海棠苑,30.640302,114.300519,15827,2006
中国水电盛世江城,30.640113,114.25343,21084,2017
中国水电盛世江城,30.640113,114.25343,21808,2017
中国水电盛世江城,30.640113,114.25343,20958,2017
富康花园,30.63993,114.260966,12881,2000
富康花园,30.63993,114.260966,13559,1998
富康花园,30.63993,114.260966,14947,1998
富康花园,30.63993,114.260966,15463,2000
富康花园,30.63993,114.260966,14712,1999
竹叶苑,30.639901,114.30332,16793,2006
金湖家园,30.639436,114.193533,14393,2006
金湖家园,30.639436,114.193533,14761,2012
东方恒星园,30.639347,114.293755,16533,2007
园丁苑,30.639188,114.265106,16216,2000
园丁苑,30.639188,114.265106,16216,1998
万景橘苑,30.638829,114.257045,20930,2016
江花苑,30.63873,114.267621,15000,2002
江花苑,30.63873,114.267621,15000,2000
阳光新苑,30.638648,114.258903,17629,2007
阳光新苑,30.638648,114.258903,17553,2005
绿色家园,30.638562,114.263442,16888,2005
绿色家园,30.638562,114.263442,35507,1998
卧龙丽景湾名著,30.638545,114.230109,18588,2011
汉口花园1期A区,30.638538,114.272644,17410,2005
汉口花园一期B区韵竹里,30.638538,114.272644,20169,2004
紫御公馆,30.638266,114.293783,20579,2013
汉口花园逸松庭,30.638082,114.277238,17868,2010
成功花园A区,30.637658,114.401925,18313,2002
成功花园A区,30.637658,114.401925,19381,2004
八大家花园,30.637524,114.395395,20879,2016
八大家花园,30.637524,114.395395,21224,2015
紫轩美佳,30.637498,114.301172,18765,2012
紫轩美佳,30.637498,114.301172,21363,2012
红光小区,30.637466,114.255174,15237,2000
红光小区,30.637466,114.255174,17605,1998
红光小区,30.637466,114.255174,15774,1995
金地格林春岸,30.63737,114.200595,15533,2010
金地格林春岸,30.63737,114.200595,15533,2013
远洋心里,30.637139,114.266444,18556,2016
蓝色天际,30.637064,114.276898,17746,2003
蓝色天际,30.637064,114.276898,17098,2003
湖北省旅游学校教工宿舍,30.636991,114.253155,16410,1995
阅景国际,30.636616,114.208928,13636,2014
常青南园北区,30.636557,114.253073,24661,2012
美联联邦生活区美联时光里,30.636508,114.274457,19266,2017
美联联邦生活区美联时光里,30.636508,114.274457,19243,2016
美联联邦生活区美联时光里,30.636508,114.274457,22131,2016
美联联邦生活区美联时光里,30.636508,114.274457,23064,2016
美联联邦生活区美联时光里,30.636508,114.274457,22183,2016
美联联邦生活区美联时光里,30.636508,114.274457,22682,2016
海景花园C区,30.635818,114.158291,10333,2002
山北自治小区,30.635717,114.139873,13876,2002
金珠港湾一期,30.635431,114.196864,9607,2005
常二社区,30.635061,114.265363,16091,2000
江南春城,30.634978,114.386416,22661,2009
四十九街坊,30.634975,114.378303,18933,2000
武汉自贸城(商住楼),30.634935,114.058818,5636,2015
武汉自贸城(商住楼),30.634935,114.058818,6431,2017
常青一垸,30.634906,114.268536,16363,1998
开来银湖鑫城,30.634863,114.219973,14961,2015
中建开元公馆,30.634724,114.38201,20942,2017
恒大嘉园,30.634265,114.123399,16000,2012
馨苑小区,30.634026,114.260422,16491,2002
华苑里社区(48-53栋),30.633894,114.269767,16406,1998
华苑里社区(23-47栋),30.633894,114.269767,18333,2000
嘉禾园,30.633622,114.160129,13043,2004
三和剑桥城,30.633579,114.264315,9800,2015
30街坊,30.633576,114.399456,19361,1989
30街坊,30.633576,114.399456,19313,1980
天合新界,30.63355,114.158118,14396,2013
天合新界,30.63355,114.158118,15384,2012
天合新界,30.63355,114.158118,14385,2012
塔子湖兴隆苑,30.6335,114.284898,12673,2016
浩海小区,30.63289,114.264713,14000,1999
浩海小区,30.63289,114.264713,13469,2000
浩海小区,30.63289,114.264713,16500,1999
新大地花园,30.632866,114.31752,19028,1999
中胜国际,30.632593,114.300999,18000,2016
万科城,30.63246,114.241846,22650,2011
万科城,30.63246,114.241846,24647,2012
晟蓝花园,30.63238,114.298148,20212,2010
东立国际,30.632309,114.320757,25179,2010
东立国际,30.632309,114.320757,24878,2008
东立国际,30.632309,114.320757,20463,2008
联合社区,30.632289,114.305497,17666,1996
石化小区,30.632288,114.375624,18435,2000
新华家园,30.632102,114.270485,15504,2003
金色雅园金涛苑,30.631947,114.255322,19350,2016
金域花园,30.631848,114.392927,20240,2008
天伦华庭,30.631253,114.317101,20227,2008
东兴天地B区,30.63121,114.371828,14666,2004
大城小院,30.631147,114.271294,22991,2010
大城小院,30.631147,114.271294,22093,2012
青馨居,30.630393,114.420326,14487,2017
金岛御璟世家(二期),30.630207,114.308042,23199,2018
金岛御璟世家(二期),30.630207,114.308042,22142,2015
金色雅园金沙苑,30.630025,114.254525,20500,2008
金色雅园金沙苑,30.630025,114.254525,16800,2007
鑫城宜居,30.629965,114.123699,10285,2015
西湖庭苑,30.629922,114.158873,12296,2008
东方名都,30.629809,114.244797,14864,2005
田园西村,30.629335,114.146978,18181,2000
红旗公寓,30.629331,114.262431,19047,2004
翰林紫园,30.629324,114.315695,25934,2016
华中国际广场,30.629023,114.293964,13809,2016
华中国际广场,30.629023,114.293964,18392,2016
华中国际广场,30.629023,114.293964,16071,2016
华中国际广场,30.629023,114.293964,17142,2017
华中国际广场,30.629023,114.293964,13954,2016
华中国际广场,30.629023,114.293964,17846,2018
学林华府,30.628898,114.266836,19967,2008
金色雅园金源苑,30.62835,114.251168,19277,2003
金色雅园金源苑,30.62835,114.251168,19934,2008
金色雅园金源苑,30.62835,114.251168,16666,2003
新华家园文锦苑,30.628328,114.264206,22291,2004
新华家园文锦苑,30.628328,114.264206,16504,2007
德才里,30.628065,114.290467,19444,1995
冶金108街坊,30.628032,114.405961,17924,1998
冶金108街坊,30.628032,114.405961,17500,1999
冶金108街坊,30.628032,114.405961,19827,2000
华润翡翠城,30.62785,114.211171,13380,2018
