address,time,LATB,LNGB,price
"远洋世界(三期)??
                    东西湖-吴家山-泾河路",2014年建造,30.677838,114.149484,10108
"财富兴园中部慧谷??
                    东西湖-金银湖-环湖路9号",2012年建造,30.676114,114.210217,12448
"财富兴园中部慧谷??
                    东西湖-金银湖-环湖路9号",2015年建造,30.676114,114.210217,12371
"财富兴园中部慧谷??
                    东西湖-金银湖-环湖路9号",2012年建造,30.676114,114.210217,12213
"财富兴园中部慧谷??
                    东西湖-金银湖-环湖路9号",2015年建造,30.676114,114.210217,12470
"财富兴园中部慧谷??
                    东西湖-金银湖-环湖路9号",2016年建造,30.676114,114.210217,12352
"金银湖一号??
                    东西湖-金银湖-环湖路",2017年建造,30.675671,114.213448,17903
"金银湖一号??
                    东西湖-金银湖-环湖路",2016年建造,30.675671,114.213448,15350
"金色水岸??
                    新洲-阳逻开发区-平江西路",2010年建造,30.674178,114.56671,6804
"顺驰泊林??
                    东西湖-金银湖-环湖路8号",2008年建造,30.673934,114.217015,12589
"新港天地??
                    新洲-阳逻开发区-阳光大道557号",2015年建造,30.673652,114.578921,8043
"水印桃源??
                    东西湖-金银湖-环湖路65号",2013年建造,30.673581,114.221119,13861
"水印桃源??
                    东西湖-金银湖-环湖路65号",2010年建造,30.673581,114.221119,12173
"锦湖金利花园??
                    江岸-堤角-解放大道2082号",2012年建造,30.669953,114.350752,16923
"福星惠誉红桥城??
                    江岸-堤角-黄汉路",2016年建造,30.669243,114.340004,16304
"福星惠誉红桥城??
                    江岸-堤角-黄汉路",2016年建造,30.669243,114.340004,17391
"万丰丰泽园??
                    东西湖-金银湖-马池北路",2015年建造,30.668951,114.230074,15000
"花样年花样城??
                    东西湖-金银湖-柏环一路6号",2014年建造,30.668394,114.17356,11229
"花样年花样城??
                    东西湖-金银湖-柏环一路6号",2015年建造,30.668394,114.17356,13924
"花样年花样城??
                    东西湖-金银湖-柏环一路6号",2016年建造,30.668394,114.17356,12528
"武汉恒大城二期??
                    东西湖-金银湖-柏环一路",2011年建造,30.668182,114.1776,13656
"悦秀苑??
                    江岸-百步亭-安居路253号",2010年建造,30.668067,114.323983,18000
"悦秀苑??
                    江岸-百步亭-安居路253号",2009年建造,30.668067,114.323983,18438
"悦秀苑??
                    江岸-百步亭-安居路253号",2008年建造,30.668067,114.323983,18840
"悦秀苑??
                    江岸-百步亭-安居路253号",2009年建造,30.668067,114.323983,20000
"悦秀苑??
                    江岸-百步亭-安居路253号",2009年建造,30.668067,114.323983,18000
"景兰苑??
                    江岸-百步亭-安居路286号",2010年建造,30.667594,114.326764,19122
"银湖水榭??
                    东西湖-金银湖-环湖路73号",2013年建造,30.667559,114.22244,19863
"银湖水榭??
                    东西湖-金银湖-环湖路73号",2014年建造,30.667559,114.22244,15217
"美联公园前??
                    江岸-堤角-解放大道2803号",2018年建造,30.667522,114.341183,15000
"碧桂园海昌天澜二期??
                    东西湖-将军路-金银潭大道96号",2013年建造,30.666738,114.282407,18461
"碧桂园海昌天澜三期??
                    东西湖-将军路-金银潭大道",2017年建造,30.666738,114.282407,17204
"碧桂园海昌天澜二期??
                    东西湖-将军路-金银潭大道96号",2015年建造,30.666738,114.282407,15463
"碧桂园海昌天澜一期??
                    东西湖-将军路-金银潭大道96号",2015年建造,30.666738,114.282407,19642
"碧桂园海昌天澜三期??
                    东西湖-将军路-金银潭大道",2016年建造,30.666738,114.282407,16666
"新澳阳光城??
                    东西湖-金银湖-马池路特5号",2008年建造,30.666031,114.23632,14375
"新澳阳光城??
                    东西湖-金银湖-马池路特5号",2010年建造,30.666031,114.23632,15967
"F、阳光城??
                    黄陂-盘龙城-巨龙大道特8号",2012年建造,30.665609,114.235876,10915
"国际丽都??
                    东西湖-金银湖-环湖中路",2017年建造,30.66515,114.231207,15476
"武汉恒大城一期??
                    东西湖-金银湖-环湖路43号",2012年建造,30.664725,114.173148,13656
"武汉恒大城一期??
                    东西湖-金银湖-环湖路43号",2017年建造,30.664725,114.173148,12115
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2009年建造,30.66436,114.178208,14015
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2008年建造,30.66436,114.178208,14065
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2010年建造,30.66436,114.178208,13793
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2000年建造,30.66436,114.178208,14876
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2010年建造,30.66436,114.178208,14876
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2008年建造,30.66436,114.178208,12359
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2010年建造,30.66436,114.178208,13372
"万科西半岛??
                    东西湖-金银湖-环湖路18号",2005年建造,30.66436,114.178208,12558
"汉口新城??
                    江岸-百步亭-矿场路6号",2007年建造,30.664102,114.349858,19032
"汉口新城??
                    江岸-百步亭-矿场路6号",2010年建造,30.664102,114.349858,18461
"晋合金桥世家??
                    江岸-后湖-金桥大道68号",2013年建造,30.663422,114.305258,28000
"晋合金桥世家??
                    江岸-后湖-金桥大道68号",2013年建造,30.663422,114.305258,28155
"晋合金桥世家??
                    江岸-后湖-金桥大道68号",2012年建造,30.663422,114.305258,30674
"愿景城(C区)??
                    东西湖-将军路-车场南路",2017年建造,30.663387,114.253126,14705
"愿景城(C区)??
                    东西湖-将军路-车场南路",2017年建造,30.663387,114.253126,14639
"绿地汉口中心??
                    江岸-塔子湖-健美街",2017年建造,30.663342,114.299988,27500
"绿地汉口中心??
                    江岸-塔子湖-健美街",2016年建造,30.663342,114.299988,20192
"绿地汉口中心??
                    江岸-塔子湖-健美街",2017年建造,30.663342,114.299988,19142
"百步亭世博园??
                    江岸-百步亭-百步亭花园路168号",2012年建造,30.662931,114.323356,22638
"百步亭世博园??
                    江岸-百步亭-百步亭花园路168号",2012年建造,30.662931,114.323356,22361
"百步亭世博园??
                    江岸-百步亭-百步亭花园路168号",2008年建造,30.662931,114.323356,22043
"军安鑫苑??
                    新洲-阳逻开发区-军安路",2010年建造,30.662686,114.581204,9655
"联通佳苑??
                    东西湖-金银湖-马池中路",2012年建造,30.662635,114.23698,13812
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2007年建造,30.662283,114.17382,14179
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2009年建造,30.662283,114.17382,12396
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2012年建造,30.662283,114.17382,12934
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2011年建造,30.662283,114.17382,12593
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2013年建造,30.662283,114.17382,12448
"泰跃金河??
                    东西湖-金银湖-环湖路41号",2010年建造,30.662283,114.17382,14590
"紫澄花园??
                    江岸-百步亭-幸福二路",2015年建造,30.661827,114.314419,20512
"汉口城市广场1期??
                    江岸-百步亭-新益街",2013年建造,30.661707,114.3163,25572
"汉口城市广场5期??
                    江岸-百步亭-新益街",2015年建造,30.661707,114.3163,24342
"汉口城市广场1期??
                    江岸-百步亭-新益街",2015年建造,30.661707,114.3163,29000
"汉口城市广场4期??
                    江岸-百步亭-新益街",2015年建造,30.661707,114.3163,20222
"汉口城市广场4期??
                    江岸-百步亭-新益街",2016年建造,30.661707,114.3163,20289
"新生活摩尔城柠檬墅??
                    江岸-百步亭-后湖大道",2008年建造,30.66152,114.328919,13199
"新生活摩尔城柠檬墅??
                    江岸-百步亭-后湖大道",2013年建造,30.66152,114.328919,13066
"恋湖家园??
                    东西湖-金银湖-环湖路特8号",2003年建造,30.661196,114.218954,13553
"恋湖家园5期??
                    东西湖-金银湖-金银湖南街",2010年建造,30.661196,114.218954,14044
"恋湖家园??
                    东西湖-金银湖-环湖路特8号",2003年建造,30.661196,114.218954,14204
"美联德玛假日二期阳光里??
                    东西湖-吴家山-黄狮海东路,近啤砖路",2015年建造,30.661072,114.159311,11029
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2018年建造,30.660993,114.291001,17254
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2014年建造,30.660993,114.291001,21644
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2015年建造,30.660993,114.291001,22147
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2015年建造,30.660993,114.291001,20805
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2016年建造,30.660993,114.291001,26666
"汇悦天地??
                    江岸-塔子湖-塔子湖东路",2016年建造,30.660993,114.291001,22162
"吉祥谷??
                    江岸-后湖-金桥大道66号",2005年建造,30.660961,114.303115,22727
"幸福时代??
                    江岸-百步亭-新益街135号",2013年建造,30.660382,114.320014,17532
"幸福时代四期(商住楼)??
                    江岸-百步亭-温馨路,近幸福街",2015年建造,30.660382,114.320014,17708
"幸福时代??
                    江岸-百步亭-新益街135号",2015年建造,30.660382,114.320014,23333
"百步龙庭??
                    江岸-百步亭-百步亭花园路158号",2008年建造,30.659639,114.324156,20000
"将军梧桐树下工薪小区??
                    东西湖-常青花园-姑李公路",2008年建造,30.659151,114.252399,14939
"汉口城市广场3期??
                    江岸-百步亭-怡康路",2013年建造,30.659127,114.313665,23837
"美联奥林匹克花园五期??
                    东西湖-常青花园-奥园西路2号",2018年建造,30.659024,114.242982,17556
"美联奥林匹克花园五期??
                    东西湖-常青花园-奥园西路2号",2017年建造,30.659024,114.242982,17556
"美联奥林匹克花园一期??
                    东西湖-常青花园-奥园西路2号",2014年建造,30.659024,114.242982,19512
"美联奥林匹克花园二期??
                    东西湖-常青花园-奥园西路2号",2014年建造,30.659024,114.242982,21917
"美联奥林匹克花园一期??
                    东西湖-常青花园-奥园西路2号",2016年建造,30.659024,114.242982,20073
"美联奥林匹克花园一期??
                    东西湖-常青花园-奥园西路2号",2013年建造,30.659024,114.242982,20121
"汀香水榭??
                    东西湖-金银湖-环湖路81号",1991年建造,30.659005,114.223147,12512
"汀香水榭(别墅)??
                    东西湖-金银湖-环湖路81号",2004年建造,30.659005,114.223147,21203
"光明上海公馆??
                    江岸-塔子湖-塔子湖东路",2016年建造,30.658723,114.291976,22772
"都市假日??
                    东西湖-金银湖-马池路特1号",2010年建造,30.658049,114.237192,15000
"宏宇绿色新都??
                    江岸-后湖-金桥大道38号",2015年建造,30.657987,114.303238,17765
"宏宇绿色新都??
                    江岸-后湖-金桥大道38号",2012年建造,30.657987,114.303238,16500
"将军花园C区??
                    东西湖-将军路-将军一路",2000年建造,30.657793,114.258193,14385
"金山银湖湾??
                    东西湖-吴家山-黄狮海东路",2007年建造,30.657765,114.15888,10434
"沿海丽水佳园??
                    东西湖-金银湖-马池路特1号",2006年建造,30.657707,114.233901,14375
"沿海丽水佳园??
                    东西湖-金银湖-马池路特1号",2004年建造,30.657707,114.233901,14791
"沿海丽水佳园??
                    东西湖-金银湖-马池路特1号",2005年建造,30.657707,114.233901,19578
"沿海丽水佳园??
                    东西湖-金银湖-马池路特1号",2004年建造,30.657707,114.233901,13302
"百步华庭??
                    江岸-百步亭-百步亭花园路201号",2012年建造,30.657644,114.320863,17777
"华生汉口城市广场南区B??
                    硚口-长丰大道-长风路",2013年建造,30.657268,114.312055,13170
"华生汉口城市广场南区B??
                    硚口-长丰大道-长风路",2013年建造,30.657268,114.312055,13291
"华生汉口城市广场南区B??
                    硚口-长丰大道-长风路",2013年建造,30.657268,114.312055,14102
"华生汉口城市广场南区C??
                    硚口-长丰大道-长风路",2013年建造,30.657268,114.312055,13793
"华生汉口城市广场南区B??
                    硚口-长丰大道-长风路",2011年建造,30.657268,114.312055,16091
"华生汉口城市广场北区??
                    硚口-长丰大道-城华路",2011年建造,30.657268,114.312055,16097
"华生汉口城市广场南区D??
                    硚口-长丰大道-长风路",2014年建造,30.657268,114.312055,15625
"东建金海湾??
                    东西湖-吴家山-金北一路",2015年建造,30.656887,114.153649,11982
"百合苑??
                    江岸-百步亭-兴业路177附18号",2008年建造,30.65656,114.325003,18548
"临江港湾??
                    青山-青山周边-武丰二路",2008年建造,30.6565,114.419339,14571
"临江港湾??
                    青山-青山周边-武丰二路",2009年建造,30.6565,114.419339,16477
"万锦公馆??
                    江岸-百步亭-后湖南路",2013年建造,30.656412,114.32184,24060
"融泰嘉境??
                    东西湖-将军路-银花街48号",2010年建造,30.656392,114.259553,15340
"同安家园??
                    江岸-后湖-后湖大道",2007年建造,30.655986,114.307276,17888
"同安家园??
                    江岸-后湖-后湖大道",2012年建造,30.655986,114.307276,18539
"同安家园??
                    江岸-后湖-后湖大道",2009年建造,30.655986,114.307276,18837
"同安家园??
                    江岸-后湖-后湖大道",2009年建造,30.655986,114.307276,17619
